"identifier-label","accent 4","accent 5","accent href 5","accent 6","accent 7","accent 8","component--field-formatter 3","component--field-formatter 4","component--field-formatter 5","accent 10","accent 11","accent 12","accent 13","component--field-formatter 7","component--field-formatter 8","component--field-formatter 9","accent 14","component--field-formatter 10","accent 15","accent 16","accent href 16","accent 17","accent href 17","component--field-formatter 11","component--field-formatter 12","component--field-formatter 13","component--field-formatter 14","component--field-formatter 15","component--field-formatter 16","component--field-formatter 17","component--field-formatter 18","component--field-formatter href 7","component--field-formatter 19","component--field-formatter href 8","component--field-formatter 20","component--field-formatter href 9","ng-star-inserted 2","component--field-formatter 21","component--field-formatter 22","component--field-formatter href 10","component--field-formatter 23","component--field-formatter 24","component--field-formatter 25","component--field-formatter 26","component--field-formatter 27","component--field-formatter 28","component--field-formatter href 11","accent 18","accent href 18","component--field-formatter 29","component--field-formatter href 12","accent 19","accent href 19","component--field-formatter href 13","component--field-formatter 30","accent 20","accent href 20","accent 21","accent href 21","component--field-formatter 31","ng-star-inserted 3","ng-star-inserted 4"
"Ember LifeSciences","Science and Engineering","Transportation","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/transportation-adc3","","Los Angeles","California","Series A","Dec 16, 2025",",,,","Biopharma","Health Care","Information Technology","Logistics","4,305","3,557","$10M to $50M","",",,","Greater Los Angeles Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","—","Active","2022","—","—","For Profit","emberlifesciences.com","","","","","View on LinkedIn","https://www.linkedin.com/company/ember-lifesciences","support@emberlifesciences.com","(805) 372-1330","25","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/ember-lifesciences","—","Ember LifeSciences is a healthcare technology company that develops cold chain solutions to support the safe transport of temperature-sensitive medicines, vaccines, and biologics using proprietary temperature control systems. The company’s core offering includes the Ember Cube. This self-refrigerated and cloud-connected shipping container provides continuous temperature monitoring, GPS tracking, and real-time data reporting to maintain drug efficacy during transit. Ember LifeSciences leverages its engineering expertise in thermal management and digital monitoring to develop modular shipping solutions that can replace traditional single-use cold chain packaging, thereby reducing waste. It works with pharmaceutical distributors, specialty pharmacies, and laboratories by enabling visibility and control over critical environmental conditions throughout distribution. The company continues to develop next-generation versions of its devices, incorporating improved insulation and configurable features to support broader supply chain use cases.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/ember-lifesciences","Clayton Alexander","https://www.crunchbase.com/person/clayton-alexander","1","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/ember-lifesciences","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000","","","","","","—","—","—"
"Air Space Intelligence","","","","","Boston","Massachusetts","Series B","Aug 15, 2025",",","Aerospace","Software","","","4,309","3,561","$1M to $10M","",",,","Greater Boston Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","New England","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/new-england-united-states","02115","Active","2018","—","—","For Profit","airspace-intelligence.com","","","","","View on LinkedIn","https://www.linkedin.com/company/airspace-intelligence","—","—","29","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/airspace-intelligence","—","Air Space Intelligence is a software-first aerospace & defense company. They partner with organizations such as the world’s largest airlines and government agencies to ensure that the global airspace remains safe and secure.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/airspace-intelligence","Phillip Buckendorf","https://www.crunchbase.com/person/phil-buckendorf","1","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/airspace-intelligence","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000","","","","","","—","—","—"
"Finix","","","","","San Francisco","California","Series C","Oct 24, 2024",",,,","Finance","Financial Services","FinTech","Payments","4,310","3,562","$10M to $50M","Hispanic / Latine Founded",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","94105","Active","2015","—","—","For Profit","finix.com","View on Twitter","https://x.com/finix","","","View on LinkedIn","https://www.linkedin.com/company/finix-payments","bd@finixpayments.com","+1 415 888 5080","77","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/finix-payments","—","Finix is a developer of a B2B payment processing platform designed to let businesses own, manage and monetize their payments. Their platform uses modular, workflow-driven architecture and a real-time interface to track transactions, consolidate disparate payment processor data and underwrite merchant accounts, enabling banks, acquirers, and enterprises to send money anywhere in the facilitate push payments over debit cards.","Yes","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/finix-payments","Richie Serna","https://www.crunchbase.com/person/richie-serna","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/finix-payments","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000",",","Sean Donovan","https://www.crunchbase.com/person/sean-donovan-2","","",",","—",""
"CrewAI","Science and Engineering","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","","San Francisco","California","Series A","Oct 22, 2024",",,,,","Agentic AI","Artificial Intelligence (AI)","Enterprise Software","Generative AI","4,319","3,570","$1M to $10M","",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","—","Active","Jan 2024","—","—","For Profit","www.crewai.com","View on Twitter","https://x.com/crewaiinc","View on Facebook","https://www.facebook.com/profile.php?id=61566270935795","View on LinkedIn","https://www.linkedin.com/company/crewai-inc/","engineering@crewai.com","—","36","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/crewai","—","CrewAI is a multi-agent automation platform for enterprises to automate complex tasks. With its automation platform, organizations can deploy and manage AI agents to automate complex tasks and to value across a wide range of use cases, from research and analysis to coding and reporting.

The company also offers a range of advanced new features including self-iteration, performance evaluation, persistent memory, and a range of new agent collaboration structures.","—","—","—","51-100","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/crewai","Joao Moura","https://www.crunchbase.com/person/joao-moura","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/crewai","Information Technology","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/information-technology-dbca","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",","Rob Bailey","https://www.crunchbase.com/person/rob-bailey","","","—","",""
"HOPPR","Information Technology","Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering","Software","Chicago","Illinois","Series A","Jun 17, 2025",",,,,,","Artificial Intelligence (AI)","Health Care","Health Diagnostics","Information Technology","4,331","3,581","$10M to $50M","",",,","Greater Chicago Area","Great Lakes","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/great-lakes-north-america","Midwestern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/midwestern-united-states","—","Active","2019","—","—","For Profit","www.hoppr.ai","","","View on Facebook","https://www.facebook.com/people/HOPPR/100067942567827","View on LinkedIn","https://www.linkedin.com/company/hopprai","info@hoppr.ai","312-910-4925","35","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/hoppr-338a","—","HOPPR is a remote-first health tech company transforming how medical imaging AI is built, validated, and deployed. Founded in 2019 by radiologists and engineers, we started with a simple belief: AI in healthcare can do more—and it should be easier, safer, and faster to build.

Today, we’ve grown into a trusted partner for medical imaging providers, PACS platforms, and AI developers. Our flagship product, the HOPPR AI Foundry, gives teams a secure, flexible environment to create, fine-tune, and validate medical imaging models with confidence. With best-in-class infrastructure, curated data options, and multimodal foundation models, we help innovators bring impactful AI solutions to life.

We combine scientific rigor with engineering excellence, all with the goal of accelerating responsible AI adoption in healthcare. 

If you’re excited about meaningful innovation, high-impact work, and shaping the future of medical imaging AI, HOPPR is the place to do it.","—","Corporate Venture Capital","Early Stage Venture","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/hoppr-338a","Gerry Stegmaier","https://www.crunchbase.com/person/gerry-stegmaier-80fc","4","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/hoppr-338a","Medical","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/medical","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000",",,,","Khan Siddiqui","https://www.crunchbase.com/person/khan-siddiqui","Oliver Chen","https://www.crunchbase.com/person/oliver-chen-d2c4","—","","—"
"Carta Healthcare","Health Care","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","","San Francisco","California","Series B","May 7, 2025",",,,","Delivery","Health Care","Hospital","Machine Learning","4,337","3,586","Less than $1M","Women Founded",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","94115","Active","2017","—","—","For Profit","www.carta.healthcare","View on Twitter","https://x.com/carta_ai","View on Facebook","https://www.facebook.com/cartahealthcare","View on LinkedIn","https://www.linkedin.com/company/cartahealthcare","—","—","63","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/carta-healthcare","—","Carta Healthcare empowers hospitals to personalize the delivery of care to the individual needs of each patient. The approach Carta Healthcare is advocating and enabling to find past patients similar to the current one being treated, quantify what exactly happened to them during their journey through the hospital (this is where our model comes in), and use machine learning to project what the particular patient in question will need, and what the patient can expect their experience to be in the hospital.","—","—","—","51-100","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/carta-healthcare","Anna Chukaeva","https://www.crunchbase.com/person/anna-chukaeva","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/carta-healthcare","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000",",","Matt Hollingsworth","https://www.crunchbase.com/person/matt-hollingsworth","","","","",""
"Valence","Science and Engineering","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","","New York","New York","Series B","Sep 25, 2025",",,,","Artificial Intelligence (AI)","Generative AI","Information Technology","SaaS","4,345","3,593","$1M to $10M","",",,","Greater New York Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","Northeastern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/northeastern-united-states","10003","Active","2017","—","—","For Profit","www.valence.co","","","","","View on LinkedIn","https://www.linkedin.com/company/valenceteams","—","—","27","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/valence-5e27","—","Valence develops and provides an AI coach named Nadia for employee development and performance support. The coach delivers personalized guidance on setting goals, improving feedback, skill building, and managing conflict. Nadia is also used to support organizational functions like performance reviews, learning and development, and change management.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/valence-5e27","Levi Goertz","https://www.crunchbase.com/person/levi-goertz-4ac7","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/valence-5e27","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",","Parker Mitchell","https://www.crunchbase.com/person/parker-mitchell-2","","","—","—","—"
"Pickle Robot","Manufacturing","Science and Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/science-and-engineering","Software","Cambridge","Massachusetts","Series B","Nov 11, 2024",",,","Artificial Intelligence (AI)","Industrial Manufacturing","Robotics","","4,351","3,598","$1M to $10M","Women Founded",",,","Greater Boston Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","New England","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/new-england-united-states","02139","Active","Jul 2018","—","—","For Profit","www.picklerobot.com","","","","","View on LinkedIn","https://www.linkedin.com/company/pickle-robot-company","aj@picklerobot.com","+6037032052","22","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/pickle-robots","—","Pickle Robot is a low cost, collaborative package handling robot that automates several key tasks along the e-commerce supply chain.

Package handling is a physically demanding job with extremely high rates of turnover. The rising costs of shipping, comprised of 2/3rds labor, have become a major bottleneck to continued growth in e-commerce. 

Dill is the first robot from the Pickle Robot Company. It works multiple shifts, communicates with its human collaborators, and is rapidly developing new skills in handling e-commerce parcels: such as loading/unloading of feeder trucks, palletizing/depalletizing, and preloading of last mile delivery vans, trucks, and parcel cars.","Yes","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/pickle-robots","Andrew Meyer","https://www.crunchbase.com/person/andrew-meyer-1419","3","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/pickle-robots","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",,","Ariana Eisenstein","https://www.crunchbase.com/person/ariana-eisenstein-ab48","Dan Paluska","https://www.crunchbase.com/person/dan-paluska-9f34","","—","—"
"SRE.ai","Software","","","","San Francisco","California","Seed","Aug 20, 2025",",,","Artificial Intelligence (AI)","Developer Tools","Software","","4,366","3,610","—","Black Founded",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","—","Active","Oct 2024","—","—","For Profit","sre.ai","View on Twitter","https://x.com/sreai_team","","","View on LinkedIn","https://www.linkedin.com/company/sreai","info@sre.ai","—","12","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/sre-ai","—","SRE.ai delivers AI agents that automate Salesforce DevOps workflows, allowing for fast, transparent deployments, back-promotions, and impact analysis. With seamless tool integration, SRE.ai minimizes clicks and maximizes productivity, enabling teams to scale without sacrificing quality or speed.","—","—","—","1-10","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/sre-ai","Edward Aryee","https://www.crunchbase.com/person/edward-aryee","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/sre-ai","","","",",","Rajsekhar Kadiyala","https://www.crunchbase.com/person/rajsekhar-kadiyala","","",",,","—",""
"Stellaromics","Software","","","","Natick","Massachusetts","Series B","Feb 11, 2025",",","3D Technology","Biotechnology","","","4,374","3,615","$1M to $10M","Women Founded",",,","Greater Boston Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","New England","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/new-england-united-states","—","Active","2022","—","—","For Profit","www.stellaromics.com/","View on Twitter","https://x.com/stellaromics","","","View on LinkedIn","https://www.linkedin.com/company/stellaromics","info@stellaromics.com","1 508.205.9777","38","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/stellaromics","—","—","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/stellaromics","Karl Deisseroth","https://www.crunchbase.com/person/karl-deisseroth","3","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/stellaromics","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",,","Xiao Wang","https://www.crunchbase.com/person/xiao-wang-81f2","Ye Fu","https://www.crunchbase.com/person/ye-fu-a58a","","—",""
"Archera","Software","","","","Bellevue","Washington","Series B","Jul 25, 2024",",,,,","Information Services","Information Technology","Internet","Software","4,376","3,617","$1M to $10M","East Asian Founded",",,","Greater Seattle Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","98004","Active","2019","—","—","For Profit","archera.ai/","View on Twitter","https://x.com/ArcheraAi","View on Facebook","https://www.facebook.com/archeraai","View on LinkedIn","https://www.linkedin.com/company/archera-ai/","support@reserved.ai","+1 (301) 825-5007","9","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/reserved-ai","—","Archera is an information technology company that specializes in the fields of cloud cost optimization, reserved instances, dev ops, and finance. Its software automates purchasing, renewing and exchanging EC2 RIs and CRIs.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/reserved-ai","Aran Khanna","https://www.crunchbase.com/person/aran-khanna","4","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/reserved-ai","Software Engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software-engineering","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",,,","Daniel Christianto","https://www.crunchbase.com/person/daniel-christianto","James Milin","https://www.crunchbase.com/person/james-milin",",,,","",""
"Commvault","","","","","Little Falls","New Jersey","Series A","Sep 2, 2025",",,","Data Management","Information Technology","Software","","4,386","3,626","$500M to $1B","",",,","Greater New York Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","Northeastern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/northeastern-united-states","—","Active","1996","Sep 22, 2006","—","For Profit","www.commvault.com","View on Twitter","https://x.com/Commvault","View on Facebook","https://www.facebook.com/Commvault","View on LinkedIn","https://www.linkedin.com/company/commvault","ltignini@commvault.com","+1 732-870-4525","996","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/commvault","—","Commvault’s data protection and information management solutions help companies protect, access and use all of the their data, anywhere and anytime as a powerful strategic asset. Headquartered in  New Jersey. We've made our mark with the industry's leading backup and recovery software. 

Our product Commvault Complete™ Backup & Recovery has been listed as a leader in the Gartner Magic Quadrant for Enterprise Backup/Recovery Software.

Our culture represents an environment where individuals can demonstrate their passion and creativity. We are proud of our long list of awards generated by our credible employees who continually succeed by driving innovative technology. We aim to drive a collaborative, team spirit environment influenced by our values, removing all political boundaries.

The company is located in Tinton Falls, New Jersey.","—","—","—","1001-5000","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/commvault","N. Robert Hammer","https://www.crunchbase.com/person/n-robert-hammer","1","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/commvault","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00500000","","","","","","—","",""
"Fastino","Software","","","","Palo Alto","California","Seed","Jul 3, 2025",",","Artificial Intelligence (AI)","Software","","","4,387","3,627","—","",",,","San Francisco Bay Area","Silicon Valley","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/silicon-valley-california","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","—","Active","Apr 2024","—","—","For Profit","www.fastino.ai/","View on Twitter","https://x.com/fastinoai","","","View on LinkedIn","https://www.linkedin.com/company/fastinoai/","—","—","10","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/fastino","—","Fastino provides enterprise AI developers with high-performance, task-optimized language models built to scale.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/fastino","Ash Lewis","https://www.crunchbase.com/person/ash-lewis-e991","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/fastino","","","",",","George Maloney","https://www.crunchbase.com/person/george-maloney-2ae1","","","—","—",""
"Amber Semiconductor","Hardware","Information Technology","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/information-technology-4fe3","Science and Engineering","Dublin","California","Series C","Mar 10, 2026",",,,,,","AI Infrastructure","Data Center","Electronics","Energy Efficiency","4,402","3,639","Less than $1M","",",,","San Francisco Bay Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","94568","Active","2017","—","—","For Profit","www.ambersi.com","View on Twitter","https://x.com/AmberDisruption","View on Facebook","https://www.facebook.com/AmberSolutions","View on LinkedIn","https://www.linkedin.com/company/amber-solutions-inc.","sales@ambersi.com","—","51","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/amber-solutions-inc","—","Amber Semiconductor is a fabless semiconductor company developing advanced power management solutions for AI data centers. The company focuses on semiconductor architectures that digitize the control of electricity directly within silicon chips. Its technologies support functions such as power conversion, circuit switching, and real-time sensing of electrical conditions, allowing electronic systems to monitor and manage electricity at the chip level. These capabilities are designed to replace legacy power management components with programmable semiconductor solutions embedded into electrical products and devices.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/amber-solutions-inc","Thar Casey","https://www.crunchbase.com/person/thar-casey","1","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/amber-solutions-inc","Energy Management","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/energy-management","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000","","","","","","—","",""
"PushPress","Other","Payments","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/payments-cb33","Software","Claymont","Delaware","Series B","Oct 30, 2024",",,,,,,,","B2B","Billing","FinTech","Fitness","4,404","3,641","Less than $1M","East Asian Founded",",,","Greater Philadelphia Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","Southern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/southern-united-states","19703","Active","2013","—","—","For Profit","pushpress.com","View on Twitter","https://x.com/pushpressapp","View on Facebook","https://www.facebook.com/pushpress","View on LinkedIn","https://www.linkedin.com/company/pushpress/","—","+1 310-956-1533","5","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/pushpress","—","PushPress provides a painless end-to-end management platform for boutique gyms, fitness studios, and personal trainers to help them achieve scale and provide best-in-class member experiences. As the leading gym management software, PushPress uses innovative integrations and key products like Core, Grow, Train, Branded App, and Insurance to help gym owners with everything from billing and scheduling to lead generation and progress tracking, so they can spend less time on operations and more time serving clients.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/pushpress","Brian Aung","https://www.crunchbase.com/person/brian-aung","3","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/pushpress","Machine Learning","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/machine-learning","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000",",,","Chris McConachie","https://www.crunchbase.com/person/chris-mcconachie","Dan Uyemura","https://www.crunchbase.com/person/dan-uyemura",",","",""
"Optimal Dynamics","Software","Transportation","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/transportation-adc3","","New York","New York","Series C","May 12, 2025",",,,,,,","Artificial Intelligence (AI)","Logistics","Machine Learning","SaaS","4,408","3,645","Less than $1M","",",,","Greater New York Area","East Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/east-coast-united-states","Northeastern US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/northeastern-united-states","10001","Active","Jul 2017","—","—","For Profit","www.optimaldynamics.com","View on Twitter","https://x.com/optimaldynamics","View on Facebook","https://www.facebook.com/optimaldynamicsinc/","View on LinkedIn","https://www.linkedin.com/company/optimaldynamics/","info@optimaldynamics.com","—","46","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/optimal-dynamics","—","Optimal Dynamics was created from decades of research at Princeton University focused specifically on freight and logistics. We believe continual learning and challenging ourselves allows us to stay at the leading edge of innovation. Our technology has already managed billions of dollars in assets for some of the largest companies in the world, and we’re just getting started.","—","—","—","51-100","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/optimal-dynamics","Daniel Powell","https://www.crunchbase.com/person/daniel-powell","2","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/optimal-dynamics","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000",",","Warren Powell","https://www.crunchbase.com/person/warren-powell-6348","","","—","",""
"Statsig","","","","","Bellevue","Washington","Series C","May 6, 2025",",,","Analytics","Big Data","SaaS","","4,410","3,647","$10M to $50M","",",,","Greater Seattle Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","—","Active","Feb 2021","Sep 2, 2025","—","For Profit","www.statsig.com","View on Twitter","https://x.com/statsig","View on Facebook","https://facebook.com/statsig","View on LinkedIn","https://www.linkedin.com/company/statsig","support@statsig.com","—","135","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/statsig","Exited Unicorn","Statsig offers a platform for product teams to manage features, run experiments, and analyze user behavior. The company provides tools for A/B testing, feature flags, session replay, and product analytics. Its platform connects with data warehouses and supports multiple programming languages through SDKs. Statsig is used by teams in industries such as AI, gaming, software, and e-commerce.","—","—","—","101-250","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/statsig","Vijaye Raji","https://www.crunchbase.com/person/vijaye-raji","1","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/statsig","","","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000","","","","","","—","",""
"Momento","Science and Engineering","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6","","Seattle","Washington","Series A","Jul 18, 2024",",,,,,,","Cloud Data Services","Cloud Infrastructure","Cloud Storage","Internet","4,414","3,650","$1M to $10M","Women Founded",",,","Greater Seattle Area","West Coast","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/west-coast-united-states","Western US","https://www.crunchbase.com/search/organizations/field/organization.companies/location_group_identifiers/western-united-states","98104","Active","2021","—","—","For Profit","www.gomomento.com","View on Twitter","https://x.com/momentohq","","","View on LinkedIn","https://www.linkedin.com/company/gomomento","hello@momentohq.com","—","8","https://www.crunchbase.com/search/press_references/field/organization.companies/num_articles/momento-4ed5","—","Momento was founded with the vision to enable developers to write reliable and powerful apps faster than ever thought possible. Momento removes the need to manage caches by providing a serverless caching solution that works at any scale, so developers can concentrate on doing what they love: developing better products and services, faster. Momento is a team of distributed systems and database experts. The company is headquartered out of Seattle, Washington with a team that is distributed worldwide.

Visit gomomento.com for more information—or see just how fast and simple it is to get going with Momento by starting for free at start.gomomento.com.","—","—","—","11-50","https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/momento-4ed5","Daniela Miao","https://www.crunchbase.com/person/daniela-miao-6f8e","3","https://www.crunchbase.com/search/people/field/organization.companies/num_founders/momento-4ed5","Software","https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software","https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000",",,","Ellery Addington-White","https://www.crunchbase.com/person/ellery-addington-white","Khawaja Shams","https://www.crunchbase.com/person/khawaja-shams","","—",""
